Match_ID,Player_Name,Batting_Runs,Batting_Mins,Batting_BF,Batting_4s,Batting_6s,Batting_SR,Batting_Pos,Batting_Dismissal,Batting_Inns,Batting_Performance,Bowlling_Overs,Bowlling_Mdns,Bowlling_Runs,Bowlling_Wkts,Bowlling_Econ,Bowlling_Pos,Bowlling_Inns,Bowlling_Performance,Opposition,Ground,Start_Date
ODI # 3965,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,5,1,6,2,1.2,2,1,Low,v Bangladesh,Mirpur,25-Jan-18
ODI # 3955,Dushmantha Chameera,1,-,4,0,0,25,11,caught,2,Low,10,0,51,0,5.1,4,1,High,v Zimbabwe,Mirpur,17-Jan-18
ODI # 3930,Dushmantha Chameera,11,-,15,1,0,73.33,10,bowled,1,High,4,1,13,0,3.25,1,2,Low,v Pakistan,Sharjah,23-Oct-17
ODI # 3926,Dushmantha Chameera,10,-,12,1,0,83.33,10,caught,1,High,10,0,33,0,3.3,2,2,Low,v Pakistan,Abu Dhabi,18-Oct-17
ODI # 3907,Dushmantha Chameera,6,-,10,1,0,60,9,run out,1,High,10,1,59,0,5.9,3,2,High,v India,Pallekele,27-Aug-17
ODI # 3906,Dushmantha Chameera,6,-,7,0,0,85.71,9,not out,1,High,7,0,45,0,6.42,4,2,High,v India,Pallekele,24-Aug-17
ODI # 3904,Dushmantha Chameera,19,36,31,1,0,61.29,10,not out,1,High,4,1,16,0,4,6,2,High,v Zimbabwe,Hambantota,10-Jul-17
ODI # 3903,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,1,-,5,0,32,1,6.4,3,2,High,v Zimbabwe,Hambantota,8-Jul-17
ODI # 3901,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,7,0,34,0,4.85,3,1,High,v Zimbabwe,Hambantota,6-Jul-17
ODI # 3899,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,5,0,23,0,4.6,3,1,High,v Zimbabwe,Galle,2-Jul-17
ODI # 3721,Dushmantha Chameera,0,2,1,0,0,0,10,bowled,2,Low,9,0,41,0,4.55,2,1,High,v New Zealand,Mount Maunganui,5-Jan-16
ODI # 3718,Dushmantha Chameera,TDNB,-,-,-,-,-,-,-,-,-,3,0,32,1,10.66,1,1,High,v New Zealand,Nelson,2-Jan-16
ODI # 3717,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,10,0,38,2,3.8,2,1,Low,v New Zealand,Nelson,31-Dec-15
ODI # 3715,Dushmantha Chameera,9,17,12,1,0,75,10,caught,1,High,2,0,41,0,20.5,1,2,High,v New Zealand,Christchurch,28-Dec-15
ODI # 3714,Dushmantha Chameera,13,34,29,1,0,44.82,10,not out,1,Low,2,0,18,0,9,6,2,High,v New Zealand,Christchurch,26-Dec-15
ODI # 3704,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,2,-,7,0,39,2,5.57,3,1,High,v West Indies,Pallekele,7-Nov-15
ODI # 3640,Dushmantha Chameera,2,17,5,0,0,40,10,not out,1,Low,2,0,29,0,14.5,5,2,High,v South Africa,Sydney,18-Mar-15
ODI # 3632,Dushmantha Chameera,12,15,9,1,0,133.33,11,not out,1,High,7.1,0,51,3,7.11,6,2,High,v Scotland,Hobart,11-Mar-15
ODI # 3594,Dushmantha Chameera,DNB,-,-,-,-,-,-,-,1,-,8,0,60,2,7.5,4,2,High,v New Zeland,Wellington,29-Jan-15
ODI # 4786,Janith Liyanage,DNB,-,-,-,-,-,-,-,1,-,1,0,9,0,9,5,2,High,v West Indies,Pallekele,26-Oct-24
ODI # 4784,Janith Liyanage,24,41,34,2,1,70.58,6,run out,2,High,DNB,-,-,-,-,-,1,-,v West Indies,Pallekele,23-Oct-24
ODI # 4783,Janith Liyanage,18,33,18,1,1,100,6,not out,2,High,3,0,9,0,3,2,1,Low,v West Indies,Pallekele,20-Oct-24
ODI # 4754,Janith Liyanage,8,13,12,1,0,66.66,6,bowled,1,High,DNB,-,-,-,-,-,2,-,v India,Colombo (RPS),7-Aug-24
ODI # 4753,Janith Liyanage,12,32,29,0,0,41.37,6,caught,1,Low,DNB,-,-,-,-,-,2,-,v India,Colombo (RPS),4-Aug-24
ODI # 4752,Janith Liyanage,20,44,26,1,1,76.92,6,caught,1,High,DNB,-,-,-,-,-,2,-,v India,Colombo (RPS),2-Aug-24
ODI # 4745,Janith Liyanage,101,143,102,11,2,99.01,6,not out,1,High,DNB,-,-,-,-,-,2,-,v Bangladesh,Chattogram,18-Mar-24
ODI # 4744,Janith Liyanage,9,25,16,0,0,56.25,6,lbw,2,High,4.2,0,30,0,6.92,4,1,High,v Bangladesh,Chattogram,15-Mar-24
ODI # 4743,Janith Liyanage,67,88,69,3,2,97.1,6,caught,1,High,5,0,22,0,4.4,6,2,High,v Bangladesh,Chattogram,13-Mar-24
ODI # 4729,Janith Liyanage,DNB,-,-,-,-,-,-,-,2,-,2,0,11,0,5.5,5,1,High,v Afghanistan,Pallekele,14-Feb-24
ODI # 4727,Janith Liyanage,50,65,48,2,2,104.16,6,caught,1,High,2,0,13,0,6.5,5,2,High,v Afghanistan,Pallekele,11-Feb-24
ODI # 4725,Janith Liyanage,DNB,-,-,-,-,-,-,-,1,-,3,0,25,0,8.33,6,2,High,v Afghanistan,Pallekele,9-Feb-24
ODI # 4720,Janith Liyanage,DNB,-,-,-,-,-,-,-,2,-,3,1,17,1,5.66,4,1,High,v Zimbabwe,Colombo (RPS),11-Jan-24
ODI # 4719,Janith Liyanage,95,162,127,6,2,74.8,4,caught,2,High,2,0,11,0,5.5,4,1,High,v Zimbabwe,Colombo (RPS),8-Jan-24
ODI # 4718,Janith Liyanage,24,36,34,1,0,70.58,4,caught,1,High,DNB,-,-,-,-,-,2,-,v Zimbabwe,Colombo (RPS),6-Jan-24
ODI # 4783,Jeffrey Vandersay,DNB,-,-,-,-,-,-,-,2,-,8.3,0,45,1,5.29,5,1,High,v West Indies,Pallekele,20-Oct-24
ODI # 4754,Jeffrey Vandersay,DNB,-,-,-,-,-,-,-,1,-,5,0,34,2,6.8,4,2,High,v India,Colombo (RPS),7-Aug-24
ODI # 4753,Jeffrey Vandersay,1,-,1,0,0,100,10,not out,1,High,10,0,33,6,3.3,5,2,Low,v India,Colombo (RPS),4-Aug-24
ODI # 4719,Jeffrey Vandersay,19,30,18,2,0,105.55,10,not out,2,High,10,1,47,2,4.7,7,1,High,v Zimbabwe,Colombo (RPS),8-Jan-24
ODI # 4718,Jeffrey Vandersay,3,8,3,0,0,100,10,not out,1,High,DNB,-,-,-,-,-,2,-,v Zimbabwe,Colombo (RPS),6-Jan-24
ODI # 4505,Jeffrey Vandersay,sub,-,-,-,-,-,-,-,2,-,7,0,59,0,8.42,4,1,High,v India,Thiruvananthapuram,15-Jan-23
ODI # 4418,Jeffrey Vandersay,4,30,23,0,0,17.39,9,run out,1,Low,9.3,0,46,0,4.84,4,2,High,v Australia,Colombo (RPS),24-Jun-22
ODI # 4416,Jeffrey Vandersay,0,4,2,0,0,0,10,run out,1,Low,7,0,40,2,5.71,6,2,High,v Australia,Colombo (RPS),21-Jun-22
ODI # 4415,Jeffrey Vandersay,DNB,-,-,-,-,-,-,-,2,-,10,0,49,3,4.9,5,1,High,v Australia,Colombo (RPS),19-Jun-22
ODI # 4412,Jeffrey Vandersay,7,17,10,0,0,70,9,caught,1,High,5,1,23,0,4.6,4,2,High,v Australia,Pallekele,16-Jun-22
ODI # 4347,Jeffrey Vandersay,3,7,3,0,0,100,10,not out,1,High,7.4,2,10,4,1.3,3,2,Low,v Zimbabwe,Pallekele,21-Jan-22
ODI # 4343,Jeffrey Vandersay,4,12,8,0,0,50,9,caught,2,High,9,0,51,3,5.66,4,1,High,v Zimbabwe,Pallekele,18-Jan-22
ODI # 4341,Jeffrey Vandersay,DNB,-,-,-,-,-,-,-,2,-,6,0,44,2,7.33,6,1,High,v Zimbabwe,Pallekele,16-Jan-22
ODI # 4180,Jeffrey Vandersay,DNB,-,-,-,-,-,-,-,1,-,7,0,50,1,7.14,5,2,High,v West Indies,Chester-le-Street,1-Jul-19
ODI # 3930,Jeffrey Vandersay,2,-,10,0,0,20,9,lbw,1,Low,6.2,0,30,1,4.73,3,2,High,v Pakistan,Sharjah,23-Oct-17
ODI # 3926,Jeffrey Vandersay,0,-,4,0,0,0,7,caught,1,Low,9.3,1,43,1,4.52,4,2,High,v Pakistan,Abu Dhabi,18-Oct-17
ODI # 3924,Jeffrey Vandersay,22,-,55,0,0,40,9,caught,2,Low,9,0,44,1,4.88,3,1,High,v Pakistan,Abu Dhabi,16-Oct-17
ODI # 3922,Jeffrey Vandersay,25,-,47,1,0,53.19,9,caught,2,High,10,0,47,1,4.7,5,1,High,v Pakistan,Dubai (DICS),13-Oct-17
ODI # 3834,Jeffrey Vandersay,7,17,18,1,0,38.88,9,bowled,2,Low,10,0,61,1,6.1,6,1,High,v South Africa,Centurion,10-Feb-17
ODI # 3828,Jeffrey Vandersay,8,15,16,1,0,50,9,lbw,1,High,7,0,51,0,7.28,4,2,High,v South Africa,Gqeberha,28-Jan-17
ODI # 3810,Jeffrey Vandersay,DNB,-,-,-,-,-,-,-,2,-,10,0,50,3,5,5,1,High,v Zimbabwe,Bulawayo,27-Nov-16
ODI # 3807,Jeffrey Vandersay,TDNB,-,-,-,-,-,-,-,-,-,DNB,-,-,-,-,-,1,-,v Zimbabwe,Bulawayo,21-Nov-16
ODI # 3718,Jeffrey Vandersay,TDNB,-,-,-,-,-,-,-,-,-,1,0,15,0,15,5,1,High,v New Zealand,Nelson,2-Jan-16
ODI # 3717,Jeffrey Vandersay,DNB,-,-,-,-,-,-,-,2,-,10,1,55,2,5.5,6,1,High,v New Zealand,Nelson,31-Dec-15
ODI # 3715,Jeffrey Vandersay,7,16,16,0,0,43.75,11,not out,1,Low,2,0,34,0,17,4,2,High,v New Zealand,Christchurch,28-Dec-15
ODI # 4786,Kamindu Mendis,0,-,1,0,0,0,5,not out,1,Low,2,0,14,0,7,6,2,High,v West Indies,Pallekele,26-Oct-24
ODI # 4784,Kamindu Mendis,11,16,16,0,0,68.75,7,not out,2,High,2,0,19,0,9.5,6,1,High,v West Indies,Pallekele,23-Oct-24
ODI # 4783,Kamindu Mendis,30,25,21,3,1,142.85,7,not out,2,High,DNB,-,-,-,-,-,1,-,v West Indies,Pallekele,20-Oct-24
ODI # 4754,Kamindu Mendis,23,31,19,0,1,121.05,8,not out,1,High,DNB,-,-,-,-,-,2,-,v India,Colombo (RPS),7-Aug-24
ODI # 4753,Kamindu Mendis,40,63,44,4,0,90.9,8,run out,1,High,3,0,19,0,6.33,4,2,High,v India,Colombo (RPS),4-Aug-24
ODI # 4347,Kamindu Mendis,11,28,20,0,0,55,3,caught,1,High,DNB,-,-,-,-,-,2,-,v Zimbabwe,Pallekele,21-Jan-22
ODI # 4343,Kamindu Mendis,57,126,82,4,0,69.51,3,caught,2,High,2,0,19,0,9.5,7,1,High,v Zimbabwe,Pallekele,18-Jan-22
ODI # 4341,Kamindu Mendis,17,32,24,1,1,70.83,3,bowled,2,High,6,0,32,1,5.33,7,1,High,v Zimbabwe,Pallekele,16-Jan-22
ODI # 4318,Kamindu Mendis,16,42,29,2,0,55.17,3,caught,1,High,DNB,-,-,-,-,-,2,-,v South Africa,Colombo (RPS),7-Sep-21
ODI # 4276,Kamindu Mendis,9,26,21,0,0,42.85,7,caught,1,Low,3,0,21,0,7,3,2,High,v West Indies,North Sound,10-Mar-21
ODI # 4114,Kamindu Mendis,9,29,25,1,0,36,6,caught,1,Low,4,0,34,0,8.5,5,2,High,v South Africa,Gqeberha,13-Mar-19
ODI # 4112,Kamindu Mendis,8,19,13,0,0,61.53,6,not out,2,High,10,0,45,1,4.5,6,1,High,v South Africa,Durban,10-Mar-19
ODI # 4695,Kasun Rajitha,0,1,2,0,0,0,10,caught,1,Low,4,0,47,0,11.75,3,2,High,v Bangladesh,Delhi,6-Nov-23
ODI # 4690,Kasun Rajitha,14,20,17,2,0,82.35,10,caught,2,High,9,0,65,0,7.22,3,1,High,v India,Wankhede,2-Nov-23
ODI # 4687,Kasun Rajitha,5,14,7,0,0,71.42,10,run out,1,High,10,0,48,1,4.8,2,2,High,v Afghanistan,Pune,30-Oct-23
ODI # 4682,Kasun Rajitha,DNB,-,-,-,-,-,-,-,2,-,7,0,36,2,5.14,2,1,High,v England,Bengaluru,26-Oct-23
ODI # 4676,Kasun Rajitha,DNB,-,-,-,-,-,-,-,2,-,9,0,50,4,5.55,2,1,High,v Netherlands,Lucknow,21-Oct-23
ODI # 4661,Kasun Rajitha,33,52,31,4,1,106.45,9,caught,2,High,10,1,90,1,9,1,1,High,v South Africa,Delhi,7-Oct-23
ODI # 4641,Kasun Rajitha,1,5,2,0,0,50,10,bowled,2,High,4,0,30,0,7.5,1,1,High,v India,Colombo (RPS),12-Sep-23
ODI # 4637,Kasun Rajitha,1,4,1,0,0,100,10,not out,1,High,7,0,29,0,4.14,1,2,High,v Bangladesh,Colombo (RPS),9-Sep-23
ODI # 4633,Kasun Rajitha,DNB,-,-,-,-,-,-,-,1,-,10,0,79,4,7.9,1,2,High,v Afghanistan,Lahore,5-Sep-23
ODI # 4629,Kasun Rajitha,DNB,-,-,-,-,-,-,-,2,-,7,0,29,0,4.14,1,1,High,v Bangladesh,Pallekele,31-Aug-23
ODI # 4603,Kasun Rajitha,1,4,6,0,0,16.66,10,lbw,1,Low,5,0,25,1,5,1,2,High,v Scotland,Bulawayo,27-Jun-23
ODI # 4599,Kasun Rajitha,0,3,1,0,0,0,11,run out,1,Low,5,1,22,1,4.4,1,2,High,v Ireland,Bulawayo,25-Jun-23
ODI # 4595,Kasun Rajitha,DNB,-,-,-,-,-,-,-,2,-,6,0,17,1,2.83,1,1,Low,v Oman,Bulawayo,23-Jun-23
ODI # 4587,Kasun Rajitha,DNB,-,-,-,-,-,-,-,1,-,6,0,35,0,5.83,1,2,High,v U.A.E.,Bulawayo,19-Jun-23
ODI # 4580,Kasun Rajitha,DNB,-,-,-,-,-,-,-,1,-,5,0,26,0,5.2,1,2,High,v Afghanistan,Hambantota,4-Jun-23
ODI # 4579,Kasun Rajitha,0,1,1,0,0,0,10,bowled,1,Low,10,0,49,2,4.9,1,2,High,v Afghanistan,Hambantota,2-Jun-23
ODI # 4557,Kasun Rajitha,9,38,32,0,0,28.12,10,bowled,1,Low,9,0,44,1,4.88,1,2,High,v New Zealand,Hamilton,31-Mar-23
ODI # 4548,Kasun Rajitha,5,12,9,1,0,55.55,9,caught,2,High,7.3,0,38,2,5.06,1,1,High,v New Zealand,Auckland,25-Mar-23
ODI # 4505,Kasun Rajitha,13,33,19,2,0,68.42,9,not out,2,High,10,1,81,2,8.1,1,1,High,v India,Thiruvananthapuram,15-Jan-23
ODI # 4503,Kasun Rajitha,17,26,21,3,0,80.95,10,not out,1,High,9,0,46,1,5.11,1,2,High,v India,Eden Gardens,12-Jan-23
ODI # 4501,Kasun Rajitha,9,52,19,0,0,47.36,10,not out,2,Low,10,0,88,3,8.8,1,1,High,v India,Guwahati,10-Jan-23
ODI # 4490,Kasun Rajitha,DNB,-,-,-,-,-,-,-,2,-,10,0,60,3,6,1,1,High,v Afghanistan,Pallekele,30-Nov-22
ODI # 4488,Kasun Rajitha,DNB,-,-,-,-,-,-,-,2,-,9,2,31,3,3.44,1,1,Low,v Afghanistan,Pallekele,27-Nov-22
ODI # 4485,Kasun Rajitha,8,9,5,2,0,160,10,lbw,2,High,10,0,56,1,5.6,1,1,High,v Afghanistan,Pallekele,25-Nov-22
ODI # 4309,Kasun Rajitha,1,3,1,0,0,100,11,not out,1,High,7.1,0,53,1,7.39,1,2,High,v India,Colombo (RPS),20-Jul-21
ODI # 4195,Kasun Rajitha,0,-,0,0,0,-,10,not out,1,-,5,0,17,2,3.4,2,2,Low,v Bangladesh,Colombo (RPS),31-Jul-19
ODI # 4187,Kasun Rajitha,DNB,-,-,-,-,-,-,-,1,-,8,0,47,1,5.87,2,2,High,v India,Leeds,6-Jul-19
ODI # 4180,Kasun Rajitha,DNB,-,-,-,-,-,-,-,1,-,10,0,76,1,7.6,4,2,High,v West Indies,Chester-le-Street,1-Jul-19
ODI # 4114,Kasun Rajitha,0,30,9,0,0,0,11,not out,1,Low,5,0,32,1,6.4,4,2,High,v South Africa,Gqeberha,13-Mar-19
ODI # 4112,Kasun Rajitha,DNB,-,-,-,-,-,-,-,2,-,8,0,69,1,8.62,3,1,High,v South Africa,Durban,10-Mar-19
ODI # 4107,Kasun Rajitha,0,2,1,0,0,0,9,lbw,2,Low,7,0,46,1,6.57,4,1,High,v South Africa,Centurion,6-Mar-19
ODI # 4058,Kasun Rajitha,DNB,-,-,-,-,-,-,-,1,-,5,0,21,1,4.2,1,2,High,v England,Colombo (RPS),23-Oct-18
ODI # 4055,Kasun Rajitha,DNB,-,-,-,-,-,-,-,1,-,5,0,27,0,5.4,3,2,High,v England,Pallekele,20-Oct-18
ODI # 4027,Kasun Rajitha,DNB,-,-,-,-,-,-,-,1,-,5.5,0,44,1,7.54,2,2,High,v South Africa,Dambulla,1-Aug-18
ODI # 4698,Kusal Janith Perera,51,46,28,9,2,182.14,2,caught,1,High,-,-,-,-,-,-,-,-,v New Zealand,Bengaluru,9-Nov-23
ODI # 4695,Kusal Janith Perera,4,5,5,1,0,80,2,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Delhi,6-Nov-23
ODI # 4682,Kusal Janith Perera,4,8,5,1,0,80,2,caught,2,High,-,-,-,-,-,-,-,-,v England,Bengaluru,26-Oct-23
ODI # 4676,Kusal Janith Perera,5,17,8,1,0,62.5,2,caught,2,High,-,-,-,-,-,-,-,-,v Netherlands,Lucknow,21-Oct-23
ODI # 4671,Kusal Janith Perera,78,123,82,12,0,95.12,2,bowled,1,High,-,-,-,-,-,-,-,-,v Australia,Lucknow,16-Oct-23
ODI # 4665,Kusal Janith Perera,0,7,4,0,0,0,2,caught,1,Low,-,-,-,-,-,-,-,-,v Pakistan,Hyderabad,10-Oct-23
ODI # 4661,Kusal Janith Perera,7,42,15,1,0,46.66,2,bowled,2,Low,-,-,-,-,-,-,-,-,v South Africa,Delhi,7-Oct-23
ODI # 4649,Kusal Janith Perera,0,2,2,0,0,0,2,caught,1,Low,-,-,-,-,-,-,-,-,v India,Colombo (RPS),17-Sep-23
ODI # 4644,Kusal Janith Perera,17,16,8,4,0,212.5,2,run out,2,High,-,-,-,-,-,-,-,-,v Pakistan,Colombo (RPS),14-Sep-23
ODI # 4298,Kusal Janith Perera,9,12,7,1,0,128.57,2,bowled,1,High,-,-,-,-,-,-,-,-,v England,Bristol,4-Jul-21
ODI # 4297,Kusal Janith Perera,0,8,2,0,0,0,2,lbw,1,Low,-,-,-,-,-,-,-,-,v England,The Oval,1-Jul-21
ODI # 4296,Kusal Janith Perera,73,150,81,7,0,90.12,2,caught,1,High,-,-,-,-,-,-,-,-,v England,Chester-le-Street,29-Jun-21
ODI # 4292,Kusal Janith Perera,120,163,122,11,1,98.36,2,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,28-May-21
ODI # 4291,Kusal Janith Perera,14,27,15,2,0,93.33,2,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,25-May-21
ODI # 4290,Kusal Janith Perera,30,92,50,1,0,60,2,bowled,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,23-May-21
ODI # 4250,Kusal Janith Perera,44,-,55,4,0,80,3,caught,1,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,1-Mar-20
ODI # 4247,Kusal Janith Perera,0,-,1,0,0,0,3,caught,1,Low,-,-,-,-,-,-,-,-,v West Indies,Hambantota,26-Feb-20
ODI # 4246,Kusal Janith Perera,42,-,50,4,0,84,3,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Colombo (SSC),22-Feb-20
ODI # 4195,Kusal Janith Perera,42,-,51,5,0,82.35,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),31-Jul-19
ODI # 4194,Kusal Janith Perera,30,-,34,3,0,88.23,3,caught,2,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),28-Jul-19
ODI # 4193,Kusal Janith Perera,111,-,99,17,1,112.12,3,caught,1,High,-,-,-,-,-,-,-,-,v Bangladesh,Colombo (RPS),26-Jul-19
ODI # 4187,Kusal Janith Perera,18,36,14,3,0,128.57,2,caught,1,High,-,-,-,-,-,-,-,-,v India,Leeds,6-Jul-19
ODI # 4180,Kusal Janith Perera,64,87,51,8,0,125.49,2,run out,1,High,-,-,-,-,-,-,-,-,v West Indies,Chester-le-Street,1-Jul-19
ODI # 4176,Kusal Janith Perera,30,58,34,4,0,88.23,2,bowled,1,High,-,-,-,-,-,-,-,-,v South Africa,Chester-le-Street,28-Jun-19
ODI # 4168,Kusal Janith Perera,2,12,6,0,0,33.33,2,caught,1,Low,-,-,-,-,-,-,-,-,v England,Leeds,21-Jun-19
ODI # 4159,Kusal Janith Perera,52,64,36,5,1,144.44,2,bowled,2,High,-,-,-,-,-,-,-,-,v Australia,The Oval,15-Jun-19
ODI # 4149,Kusal Janith Perera,78,150,81,8,0,96.29,2,caught,1,High,-,-,-,-,-,-,-,-,v Afghanistan,Cardiff,4-Jun-19
ODI # 4145,Kusal Janith Perera,29,34,24,4,0,120.83,3,caught,1,High,-,-,-,-,-,-,-,-,v New Zealand,Cardiff,1-Jun-19
ODI # 4112,Kusal Janith Perera,DNB,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,v South Africa,Durban,10-Mar-19
ODI # 4107,Kusal Janith Perera,8,35,23,0,0,34.78,3,caught,2,Low,-,-,-,-,-,-,-,-,v South Africa,Centurion,6-Mar-19
ODI # 4104,Kusal Janith Perera,33,66,36,4,0,91.66,3,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Johannesburg,3-Mar-19
ODI # 4076,Kusal Janith Perera,43,-,49,5,1,87.75,3,caught,2,High,-,-,-,-,-,-,-,-,v New Zealand,Nelson,8-Jan-19
ODI # 4075,Kusal Janith Perera,4,-,23,0,0,17.39,3,caught,2,Low,-,-,-,-,-,-,-,-,v New Zealand,Mount Maunganui,5-Jan-19
ODI # 4074,Kusal Janith Perera,102,-,86,13,1,118.6,3,caught,2,High,-,-,-,-,-,-,-,-,v New Zealand,Mount Maunganui,3-Jan-19
ODI # 4053,Kusal Janith Perera,30,50,37,4,0,81.08,4,caught,2,High,-,-,-,-,-,-,-,-,v England,Dambulla,13-Oct-18
ODI # 4052,Kusal Janith Perera,TDNB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v England,Dambulla,10-Oct-18
ODI # 4038,Kusal Janith Perera,17,-,17,2,0,100,4,bowled,2,High,-,-,-,-,-,-,-,-,v Afghanistan,Abu Dhabi,17-Sep-18
ODI # 4036,Kusal Janith Perera,11,-,24,2,0,45.83,3,lbw,2,Low,-,-,-,-,-,-,-,-,v Bangladesh,Dubai (DICS),15-Sep-18
ODI # 4031,Kusal Janith Perera,8,-,7,1,0,114.28,3,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Colombo (RPS),12-Aug-18
ODI # 4030,Kusal Janith Perera,51,-,32,6,2,159.37,4,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Pallekele,8-Aug-18
ODI # 4029,Kusal Janith Perera,27,-,17,4,0,158.82,3,lbw,2,High,-,-,-,-,-,-,-,-,v South Africa,Pallekele,5-Aug-18
ODI # 4027,Kusal Janith Perera,12,-,24,1,0,50,4,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Dambulla,1-Aug-18
ODI # 4025,Kusal Janith Perera,81,-,72,11,1,112.5,4,caught,1,High,-,-,-,-,-,-,-,-,v South Africa,Dambulla,29-Jul-18
ODI # 3962,Kusal Janith Perera,49,-,57,4,1,85.96,1,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Mirpur,21-Jan-18
ODI # 3959,Kusal Janith Perera,1,-,3,0,0,33.33,1,bowled,2,Low,-,-,-,-,-,-,-,-,v Bangladesh,Mirpur,19-Jan-18
ODI # 3955,Kusal Janith Perera,80,-,83,8,2,96.38,1,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Mirpur,17-Jan-18
ODI # 3882,Kusal Janith Perera,47,65,44,5,0,106.81,4,retired notout,2,High,-,-,-,-,-,-,-,-,v India,The Oval,8-Jun-17
ODI # 3877,Kusal Janith Perera,44,99,66,5,0,66.66,6,not out,2,High,-,-,-,-,-,-,-,-,v South Africa,The Oval,3-Jun-17
ODI # 3810,Kusal Janith Perera,14,32,13,2,0,107.69,2,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,27-Nov-16
ODI # 3808,Kusal Janith Perera,7,15,7,1,0,100,2,bowled,1,High,-,-,-,-,-,-,-,-,v West Indies,Bulawayo,23-Nov-16
ODI # 3807,Kusal Janith Perera,TDNB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,v Zimbabwe,Bulawayo,21-Nov-16
ODI # 3805,Kusal Janith Perera,4,23,11,1,0,36.36,2,run out,2,Low,-,-,-,-,-,-,-,-,v West Indies,Harare,16-Nov-16
ODI # 3804,Kusal Janith Perera,21,44,27,4,0,77.77,2,caught,2,High,-,-,-,-,-,-,-,-,v Zimbabwe,Harare,14-Nov-16
ODI # 3776,Kusal Janith Perera,14,31,27,2,0,51.85,6,lbw,1,High,-,-,-,-,-,-,-,-,v Australia,Pallekele,4-Sep-16
ODI # 3774,Kusal Janith Perera,6,20,14,0,0,42.85,7,caught,1,Low,-,-,-,-,-,-,-,-,v Australia,Dambulla,31-Aug-16
ODI # 3772,Kusal Janith Perera,11,32,20,1,0,55,7,bowled,1,High,-,-,-,-,-,-,-,-,v Australia,Dambulla,28-Aug-16
ODI # 3769,Kusal Janith Perera,54,65,53,5,1,101.88,7,lbw,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),24-Aug-16
ODI # 3768,Kusal Janith Perera,1,5,2,0,0,50,1,bowled,1,High,-,-,-,-,-,-,-,-,v Australia,Colombo (RPS),21-Aug-16
ODI # 3758,Kusal Janith Perera,6,17,15,0,0,40,1,lbw,2,Low,-,-,-,-,-,-,-,-,v England,Cardiff,2-Jul-16
ODI # 3757,Kusal Janith Perera,1,7,1,0,0,100,1,run out,1,High,-,-,-,-,-,-,-,-,v England,The Oval,29-Jun-16
ODI # 3755,Kusal Janith Perera,9,37,25,0,0,36,1,caught,1,Low,-,-,-,-,-,-,-,-,v England,Bristol,26-Jun-16
ODI # 3753,Kusal Janith Perera,37,99,45,3,0,82.22,1,run out,1,High,-,-,-,-,-,-,-,-,v England,Birmingham,24-Jun-16
ODI # 3751,Kusal Janith Perera,24,33,23,4,0,104.34,1,caught,1,High,-,-,-,-,-,-,-,-,v England,Nottingham,21-Jun-16
ODI # 3749,Kusal Janith Perera,135,-,128,16,2,105.46,1,caught,1,High,-,-,-,-,-,-,-,-,v Ireland,Dublin (Malahide),18-Jun-16
ODI # 3748,Kusal Janith Perera,32,-,38,4,0,84.21,1,caught,1,High,-,-,-,-,-,-,-,-,v Ireland,Dublin (Malahide),16-Jun-16
ODI # 3704,Kusal Janith Perera,50,88,47,2,2,106.38,1,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Pallekele,7-Nov-15
ODI # 3702,Kusal Janith Perera,99,137,92,6,4,107.6,1,caught,2,High,-,-,-,-,-,-,-,-,v West Indies,Colombo (RPS),4-Nov-15
ODI # 3701,Kusal Janith Perera,14,-,16,2,0,87.5,1,run out,2,High,-,-,-,-,-,-,-,-,v West Indies,Colombo (RPS),1-Nov-15
